"";"Illness";"Gender";"Age";"Diagnosis";"Residency";"Year";"occurences";"Number of residence"
"252";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Nordland";"X2015";125;NA
"253";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Nordland";"X2016";117;NA
"254";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Nordland";"X2017";131;NA
"255";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Nordland";"X2018";101;NA
"256";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Nordland";"X2019";100;NA
"257";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2012";140;NA
"258";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2013";124;NA
"259";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2014";120;NA
"260";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2015";140;NA
"261";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2016";137;NA
"262";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2017";126;NA
"263";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2018";117;NA
"264";"Akutt hjerneslag";"Mann";"50-69 ";"Hoveddiagnose";"Troms og Finnmark";"X2019";130;NA
"265";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2012";61;NA
"266";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2013";57;NA
"267";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2014";44;NA
"268";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2015";39;NA
"269";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2016";42;NA
"270";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2017";34;NA
"271";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2018";36;NA
"272";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2019";38;NA
"273";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2012";111;NA
"274";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2013";91;NA
"275";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2014";84;NA
"276";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2015";81;NA
"277";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2016";75;NA
"278";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2017";68;NA
"279";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2018";77;NA
"280";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2019";70;NA
"281";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2012";52;NA
"282";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2013";46;NA
"283";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2014";35;NA
"284";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2015";41;NA
"285";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2016";40;NA
"286";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2017";37;NA
"287";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2018";37;NA
"288";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2019";39;NA
"289";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";34;NA
"290";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";31;NA
"291";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";24;NA
"292";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";28;NA
"293";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";24;NA
"294";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";29;NA
"295";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";21;NA
"296";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";30;NA
"297";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2012";21;NA
"298";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2013";17;NA
"299";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2014";19;NA
"300";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2015";8;NA
"301";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2016";15;NA
"302";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2017";6;NA
"303";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2018";15;NA
"304";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2019";11;NA
"305";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2012";31;NA
"306";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2013";39;NA
"307";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2014";23;NA
"308";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2015";23;NA
"309";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2016";20;NA
"310";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2017";34;NA
"311";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2018";22;NA
"312";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2019";22;NA
"313";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2012";61;NA
"314";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2013";39;NA
"315";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2014";52;NA
"316";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2015";35;NA
"317";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2016";34;NA
"318";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2017";35;NA
"319";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2018";56;NA
"320";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2019";71;NA
"321";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2012";27;NA
"322";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2013";18;NA
"323";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2014";16;NA
"324";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2015";18;NA
"325";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2016";22;NA
"326";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2017";21;NA
"327";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2018";13;NA
"328";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2019";15;NA
"329";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2012";25;NA
"330";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2013";33;NA
"331";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2014";35;NA
"332";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2015";29;NA
"333";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2016";31;NA
"334";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2017";26;NA
"335";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2018";31;NA
"336";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2019";17;NA
"337";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2012";30;NA
"338";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2013";18;NA
"339";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2014";13;NA
"340";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2015";14;NA
"341";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2016";17;NA
"342";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2017";27;NA
"343";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2018";25;NA
"344";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2019";21;NA
"345";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2012";28;NA
"346";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2013";29;NA
"347";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2014";27;NA
"348";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2015";27;NA
"349";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2016";20;NA
"350";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2017";31;NA
"351";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2018";19;NA
"352";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2019";31;NA
"353";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2012";306;NA
"354";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2013";281;NA
"355";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2014";293;NA
"356";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2015";307;NA
"357";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2016";314;NA
"358";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2017";325;NA
"359";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2018";353;NA
"360";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2019";369;NA
"361";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2012";643;NA
"362";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2013";608;NA
"363";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2014";633;NA
"364";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2015";619;NA
"365";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2016";647;NA
"366";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2017";664;NA
"367";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2018";747;NA
"368";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2019";831;NA
"369";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2012";309;NA
"370";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2013";325;NA
"371";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2014";313;NA
"372";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2015";276;NA
"373";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2016";282;NA
"374";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2017";263;NA
"375";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2018";292;NA
"376";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2019";306;NA
"377";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2012";268;NA
"378";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2013";268;NA
"379";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2014";260;NA
"380";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2015";224;NA
"381";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2016";266;NA
"382";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2017";270;NA
"383";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2018";269;NA
"384";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2019";245;NA
"385";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2012";167;NA
"386";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2013";162;NA
"387";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2014";139;NA
"388";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2015";162;NA
"389";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2016";161;NA
"390";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2017";162;NA
"391";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2018";168;NA
"392";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2019";170;NA
"393";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2012";188;NA
"394";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2013";208;NA
"395";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2014";202;NA
"396";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2015";225;NA
"397";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2016";228;NA
"398";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2017";241;NA
"399";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2018";245;NA
"400";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2019";252;NA
"401";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2012";368;NA
"402";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2013";396;NA
"403";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2014";358;NA
"404";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2015";392;NA
"405";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2016";404;NA
"406";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2017";415;NA
"407";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2018";440;NA
"408";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2019";419;NA
"409";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2012";164;NA
"410";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2013";143;NA
"411";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2014";179;NA
"412";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2015";158;NA
"413";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2016";178;NA
"414";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2017";203;NA
"415";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2018";190;NA
"416";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2019";220;NA
"417";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2012";348;NA
"418";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2013";290;NA
"419";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2014";323;NA
"420";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2015";308;NA
"421";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2016";338;NA
"422";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2017";342;NA
"423";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2018";331;NA
"424";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2019";341;NA
"425";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2012";164;NA
"426";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2013";164;NA
"427";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2014";194;NA
"428";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2015";182;NA
"429";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2016";201;NA
"430";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2017";201;NA
"431";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2018";173;NA
"432";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2019";221;NA
"433";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2012";171;NA
"434";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2013";170;NA
"435";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2014";176;NA
"436";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2015";189;NA
"437";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2016";182;NA
"438";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2017";182;NA
"439";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2018";221;NA
"440";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2019";209;NA
"441";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2012";63;NA
"442";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2013";58;NA
"443";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2014";48;NA
"444";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2015";42;NA
"445";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2016";48;NA
"446";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2017";47;NA
"447";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2018";49;NA
"448";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2019";43;NA
"449";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2012";150;NA
"450";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2013";105;NA
"451";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2014";101;NA
"452";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2015";103;NA
"453";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2016";110;NA
"454";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2017";106;NA
"455";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2018";108;NA
"456";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2019";109;NA
"457";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2012";63;NA
"458";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2013";50;NA
"459";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2014";63;NA
"460";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2015";48;NA
"461";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2016";53;NA
"462";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2017";47;NA
"463";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2018";39;NA
"464";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2019";53;NA
"465";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";32;NA
"466";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";45;NA
"467";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";34;NA
"468";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";39;NA
"469";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";29;NA
"470";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";33;NA
"471";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";35;NA
"472";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";40;NA
"473";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2012";32;NA
"474";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2013";24;NA
"475";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2014";23;NA
"476";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2015";18;NA
"477";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2016";23;NA
"478";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2017";20;NA
"479";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2018";21;NA
"480";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2019";19;NA
"481";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2012";40;NA
"482";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2013";36;NA
"483";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2014";27;NA
"484";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2015";40;NA
"485";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2016";29;NA
"486";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2017";37;NA
"487";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2018";29;NA
"488";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2019";28;NA
"489";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2012";97;NA
"490";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2013";75;NA
"491";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2014";61;NA
"492";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2015";55;NA
"493";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2016";54;NA
"494";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2017";47;NA
"495";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2018";58;NA
"496";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2019";67;NA
"497";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2012";33;NA
"498";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2013";29;NA
"499";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2014";32;NA
"500";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2015";34;NA
"501";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2016";40;NA
"502";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2017";32;NA
