"";"Illness";"Gender";"Age";"Diagnosis";"Residency";"Year";"occurences"
"266";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2013";57
"267";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2014";44
"268";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2015";39
"269";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2016";42
"270";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2017";34
"271";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2018";36
"272";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Oslo";"X2019";38
"273";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2012";111
"274";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2013";91
"275";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2014";84
"276";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2015";81
"277";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2016";75
"278";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2017";68
"279";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2018";77
"280";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Viken";"X2019";70
"281";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2012";52
"282";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2013";46
"283";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2014";35
"284";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2015";41
"285";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2016";40
"286";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2017";37
"287";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2018";37
"288";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Innlandet";"X2019";39
"289";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";34
"290";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";31
"291";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";24
"292";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";28
"293";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";24
"294";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";29
"295";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";21
"296";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";30
"297";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2012";21
"298";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2013";17
"299";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2014";19
"300";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2015";8
"301";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2016";15
"302";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2017";6
"303";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2018";15
"304";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Agder";"X2019";11
"305";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2012";31
"306";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2013";39
"307";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2014";23
"308";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2015";23
"309";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2016";20
"310";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2017";34
"311";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2018";22
"312";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Rogaland";"X2019";22
"313";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2012";61
"314";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2013";39
"315";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2014";52
"316";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2015";35
"317";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2016";34
"318";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2017";35
"319";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2018";56
"320";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Vestland";"X2019";71
"321";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2012";27
"322";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2013";18
"323";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2014";16
"324";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2015";18
"325";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2016";22
"326";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2017";21
"327";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2018";13
"328";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"More og Romsdal";"X2019";15
"329";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2012";25
"330";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2013";33
"331";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2014";35
"332";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2015";29
"333";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2016";31
"334";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2017";26
"335";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2018";31
"336";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Trondelag";"X2019";17
"337";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2012";30
"338";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2013";18
"339";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2014";13
"340";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2015";14
"341";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2016";17
"342";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2017";27
"343";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2018";25
"344";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Nordland";"X2019";21
"345";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2012";28
"346";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2013";29
"347";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2014";27
"348";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2015";27
"349";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2016";20
"350";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2017";31
"351";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2018";19
"352";"Akutt hjerneslag";"Mann";"50-69 ";"Kun bidiagnose";"Troms og Finnmark";"X2019";31
"353";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2012";306
"354";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2013";281
"355";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2014";293
"356";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2015";307
"357";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2016";314
"358";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2017";325
"359";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2018";353
"360";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Oslo";"X2019";369
"361";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2012";643
"362";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2013";608
"363";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2014";633
"364";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2015";619
"365";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2016";647
"366";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2017";664
"367";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2018";747
"368";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Viken";"X2019";831
"369";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2012";309
"370";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2013";325
"371";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2014";313
"372";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2015";276
"373";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2016";282
"374";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2017";263
"375";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2018";292
"376";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Innlandet";"X2019";306
"377";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2012";268
"378";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2013";268
"379";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2014";260
"380";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2015";224
"381";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2016";266
"382";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2017";270
"383";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2018";269
"384";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestfold og Telemark";"X2019";245
"385";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2012";167
"386";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2013";162
"387";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2014";139
"388";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2015";162
"389";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2016";161
"390";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2017";162
"391";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2018";168
"392";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Agder";"X2019";170
"393";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2012";188
"394";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2013";208
"395";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2014";202
"396";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2015";225
"397";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2016";228
"398";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2017";241
"399";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2018";245
"400";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Rogaland";"X2019";252
"401";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2012";368
"402";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2013";396
"403";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2014";358
"404";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2015";392
"405";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2016";404
"406";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2017";415
"407";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2018";440
"408";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Vestland";"X2019";419
"409";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2012";164
"410";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2013";143
"411";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2014";179
"412";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2015";158
"413";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2016";178
"414";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2017";203
"415";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2018";190
"416";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"More og Romsdal";"X2019";220
"417";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2012";348
"418";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2013";290
"419";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2014";323
"420";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2015";308
"421";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2016";338
"422";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2017";342
"423";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2018";331
"424";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Trondelag";"X2019";341
"425";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2012";164
"426";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2013";164
"427";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2014";194
"428";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2015";182
"429";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2016";201
"430";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2017";201
"431";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2018";173
"432";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Nordland";"X2019";221
"433";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2012";171
"434";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2013";170
"435";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2014";176
"436";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2015";189
"437";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2016";182
"438";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2017";182
"439";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2018";221
"440";"Akutt hjerneslag";"Mann";"70-89 ";"Hoveddiagnose";"Troms og Finnmark";"X2019";209
"441";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2012";63
"442";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2013";58
"443";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2014";48
"444";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2015";42
"445";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2016";48
"446";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2017";47
"447";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2018";49
"448";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Oslo";"X2019";43
"449";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2012";150
"450";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2013";105
"451";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2014";101
"452";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2015";103
"453";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2016";110
"454";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2017";106
"455";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2018";108
"456";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Viken";"X2019";109
"457";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2012";63
"458";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2013";50
"459";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2014";63
"460";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2015";48
"461";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2016";53
"462";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2017";47
"463";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2018";39
"464";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Innlandet";"X2019";53
"465";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2012";32
"466";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2013";45
"467";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2014";34
"468";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2015";39
"469";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2016";29
"470";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2017";33
"471";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2018";35
"472";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestfold og Telemark";"X2019";40
"473";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2012";32
"474";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2013";24
"475";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2014";23
"476";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2015";18
"477";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2016";23
"478";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2017";20
"479";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2018";21
"480";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Agder";"X2019";19
"481";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2012";40
"482";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2013";36
"483";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2014";27
"484";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2015";40
"485";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2016";29
"486";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2017";37
"487";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2018";29
"488";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Rogaland";"X2019";28
"489";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2012";97
"490";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2013";75
"491";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2014";61
"492";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2015";55
"493";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2016";54
"494";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2017";47
"495";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2018";58
"496";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Vestland";"X2019";67
"497";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2012";33
"498";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2013";29
"499";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2014";32
"500";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2015";34
"501";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2016";40
"502";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2017";32
"503";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2018";26
"504";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"More og Romsdal";"X2019";31
"505";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2012";51
"506";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2013";49
"507";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2014";44
"508";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2015";46
"509";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2016";47
"510";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2017";31
"511";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2018";41
"512";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Trondelag";"X2019";58
"513";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2012";34
"514";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2013";33
"515";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2014";22
"516";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2015";29
"517";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2016";27
"518";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2017";33
"519";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2018";39
"520";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Nordland";"X2019";43
"521";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2012";33
"522";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2013";38
"523";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2014";48
"524";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2015";42
"525";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2016";40
"526";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2017";37
"527";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2018";39
"528";"Akutt hjerneslag";"Mann";"70-89 ";"Kun bidiagnose";"Troms og Finnmark";"X2019";39
"529";"Akutt hjerneslag";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2012";37
"530";"Akutt hjerneslag";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2013";33
"531";"Akutt hjerneslag";"Mann";"90+ ";"Hoveddiagnose";"Oslo";"X2014";29
